,index
5394,g33.hi_1000_1249_fam_households
5395,g33.hi_1000_1249_non_fam_hsehlds
5396,g33.hi_1000_1249_tot
5397,g33.hi_1250_1499_fam_households
5398,g33.hi_1250_1499_non_fam_hsehlds
5399,g33.hi_1250_1499_tot
5400,g33.hi_1500_1749_fam_households
5401,g33.hi_1500_1749_non_fam_hsehlds
5402,g33.hi_1500_1749_tot
5403,g33.hi_1750_1999_fam_households
5404,g33.hi_1750_1999_non_fam_hsehlds
5405,g33.hi_1750_1999_tot
5406,g33.hi_2000_2499_fam_households
5407,g33.hi_2000_2499_non_fam_hsehlds
5408,g33.hi_2000_2499_tot
5409,g33.hi_2500_2999_fam_households
5410,g33.hi_2500_2999_non_fam_hsehlds
5411,g33.hi_2500_2999_tot
5412,g33.hi_3000_3499_fam_households
5413,g33.hi_3000_3499_non_fam_hsehlds
5414,g33.hi_3000_3499_tot
5415,g33.hi_3500_3999_fam_households
5416,g33.hi_3500_3999_non_fam_hsehlds
5417,g33.hi_3500_3999_tot
5418,g33.hi_4000_more_fam_households
5419,g33.hi_4000_more_non_fam_hsehlds
5420,g33.hi_4000_more_tot
5421,g33.part_inc_stated_fam_household
5422,g33.part_inc_std_non_fam_hhds
5423,g33.partial_income_stated_tot
5424,g33.all_incomes_ns_famly_househld
5425,g33.all_inc_ns_non_famly_househld
5426,g33.all_incomes_not_stated_tot
5427,g33.tot_family_households
5428,g33.tot_non_family_households
5429,g33.tot_tot
5430,g21c.cana_hna_mhc_dep_anx
5431,g21c.cana_hna_stroke
5432,g21c.cana_hna_oth_lthc
5433,g21c.cana_hna_no_lthc
5434,g21c.cana_hna_lthc_ns
5435,g21c.cana_hna_tot
5436,g21c.cana_dsnt_hna_arth
5437,g21c.cana_dsnt_hna_asth
5438,g21c.cana_dsnt_hna_can_rem
5439,g21c.cana_dsnt_hna_dem_alzh
5440,g21c.cana_dsnt_hna_dis_ges_dia
5441,g21c.cana_dsnt_hna_hd_ha_ang
5442,g21c.cana_dsnt_hna_kid_dis
5443,g21c.cana_dsnt_hna_lc_copd_emph
5444,g21c.cana_dsnt_hna_mhc_dep_anx
5445,g21c.cana_dsnt_hna_stroke
5446,g21c.cana_dsnt_hna_oth_lthc
5447,g21c.cana_dsnt_hna_no_lthc
5448,g21c.cana_dsnt_hna_lthc_ns
5449,g21c.cana_dsnt_hna_tot
5450,g21c.cana_nfa_ns_arth
5451,g21c.cana_nfa_ns_asth
5452,g21c.cana_nfa_ns_can_rem
5453,g21c.cana_nfa_ns_dem_alzh
5454,g21c.cana_nfa_ns_dia_ges_dia
5455,g21c.cana_nfa_ns_hd_ha_ang
5456,g21c.cana_nfa_ns_kid_dis
5457,g21c.cana_nfa_ns_lc_copd_emph
5458,g21c.cana_nfa_ns_mhc_dep_anx
5459,g21c.cana_nfa_ns_stroke
5460,g21c.cana_nfa_ns_oth_lthc
5461,g21c.cana_nfa_ns_no_lthc
5462,g21c.cana_nfa_ns_lthc_ns
5463,g21c.cana_nfa_ns_tot
5464,g21c.cana_tot_arth
5465,g21c.cana_tot_asth
5466,g21c.cana_tot_can_rem
5467,g21c.cana_tot_dem_alzh
5468,g21c.cana_tot_dia_ges_dia
5469,g21c.cana_tot_hd_ha_ang
5470,g21c.cana_tot_kid_dis
5471,g21c.cana_tot_lc_copd_emph
5472,g21c.cana_tot_mhc_dep_anx
5473,g21c.cana_tot_stroke
5474,g21c.cana_tot_oth_lthc
5475,g21c.cana_tot_no_lthc
5476,g21c.cana_tot_lthc_ns
5477,g21c.cana_tot_tot
5478,g21c.adfs_cs_arth
5479,g21c.adfs_cs_asth
5480,g21c.adfs_cs_can_rem
5481,g21c.adfs_cs_dem_alzh
5482,g21c.adfs_cs_dia_ges_dia
5483,g21c.adfs_cs_hd_ha_ang
5484,g21c.adfs_cs_kid_dis
5485,g21c.adfs_cs_lc_copd_emph
5486,g21c.adfs_cs_mhc_dep_anx
5487,g21c.adfs_cs_stroke
5488,g21c.adfs_cs_oth_lthc
5489,g21c.adfs_cs_no_lthc
5490,g21c.adfs_cs_lthc_ns
5491,g21c.adfs_cs_tot
5492,g21c.adfs_ps_ncs_arth
5493,g21c.adfs_ps_ncs_asth
5494,g21c.adfs_ps_ncs_can_rem
5495,g21c.adfs_ps_ncs_dem_alzh
5496,g21c.adfs_ps_ncs_dia_ges_dia
5497,g21c.adfs_ps_ncs_hd_ha_ang
5498,g21c.adfs_ps_ncs_kid_dis
5499,g21c.adfs_ps_ncs_lc_copd_emph
5500,g21c.adfs_ps_ncsmhc_dep_anx
5501,g21c.adfs_ps_ncs_stroke
5502,g21c.adfs_ps_ncs_oth_lthc
5503,g21c.adfs_ps_ncs_no_lthc
5504,g21c.adfs_ps_ncs_lthc_ns
5505,g21c.adfs_ps_ncs_tot
5506,g21c.adfs_tot_ser_arth
5507,g21c.adfs_tot_ser_asth
5508,g21c.adfs_tot_ser_can_rem
5509,g21c.adfs_tot_ser_dem_alzh
5510,g21c.adfs_tot_ser_dia_ges_dia
5511,g21c.adfs_tot_ser_hd_ha_ang
5512,g21c.adfs_tot_ser_kid_dis
5513,g21c.adfs_tot_ser_lc_copd_emph
5514,g21c.adfs_tot_sermhc_dep_anx
5515,g21c.adfs_tot_ser_stroke
5516,g21c.adfs_tot_ser_oth_lthc
5517,g21c.adfs_tot_ser_no_lthc
5518,g21c.adfs_tot_ser_lthc_ns
5519,g21c.adfs_tot_ser_tot
5520,g21c.adfs_hns_arth
5521,g21c.adfs_hns_asth
5522,g21c.adfs_hns_can_rem
5523,g21c.adfs_hns_dem_alzh
5524,g21c.adfs_hns_dia_ges_dia
5525,g21c.adfs_hns_hd_ha_ang
5526,g21c.adfs_hns_kid_dis
5527,g21c.adfs_hns_lc_copd_emph
5528,g21c.adfs_hns_mhc_dep_anx
5529,g21c.adfs_hns_stroke
5530,g21c.adfs_hns_oth_lthc
5531,g21c.adfs_hns_no_lthc
5532,g21c.adfs_hns_lthc_ns
5533,g21c.adfs_hns_tot
5534,g21c.adfs_ns_arth
5535,g21c.adfs_ns_asth
5536,g21c.adfs_ns_can_rem
5537,g21c.adfs_ns_dem_alzh
5538,g21c.adfs_ns_dia_ges_dia
5539,g21c.adfs_ns_hd_ha_ang
5540,g21c.adfs_ns_kid_dis
5541,g21c.adfs_ns_lc_copd_ang
5542,g21c.adfs_ns_mhc_dep_anx
5543,g21c.adfs_ns_stroke
5544,g21c.adfs_ns_oth_lthc
5545,g21c.adfs_ns_no_lthc
5546,g21c.adfs_ns_lthc_ns
5547,g21c.adfs_ns_tot
5548,g21c.adfs_tot_arth
5549,g21c.adfs_tot_asth
5550,g21c.adfs_tot_can_rem
5551,g21c.adfs_tot_dem_alzh
5552,g21c.adfs_tot_dia_ges_dia
5553,g21c.adfs_tot_hd_ha_ang
5554,g21c.adfs_tot_kid_dis
5555,g21c.adfs_tot_lc_copd_emph
5556,g21c.adfs_tot_mhc_dep_anx
5557,g21c.adfs_tot_stroke
5558,g21c.adfs_tot_oth_lthc
5559,g21c.adfs_tot_no_lthc
5560,g21c.adfs_tot_lthc_ns
5561,g21c.adfs_tot_tot
5562,g01.tot_p_m
5563,g01.tot_p_f
5564,g01.tot_p_p
5565,g01.age_0_4_yr_m
5566,g01.age_0_4_yr_f
5567,g01.age_0_4_yr_p
5568,g01.age_5_14_yr_m
5569,g01.age_5_14_yr_f
5570,g01.age_5_14_yr_p
5571,g01.age_15_19_yr_m
5572,g01.age_15_19_yr_f
5573,g01.age_15_19_yr_p
5574,g01.age_20_24_yr_m
5575,g01.age_20_24_yr_f
5576,g01.age_20_24_yr_p
5577,g01.age_25_34_yr_m
5578,g01.age_25_34_yr_f
5579,g01.age_25_34_yr_p
5580,g01.age_35_44_yr_m
5581,g01.age_35_44_yr_f
5582,g01.age_35_44_yr_p
5583,g01.age_45_54_yr_m
5584,g01.age_45_54_yr_f
5585,g01.age_45_54_yr_p
5586,g01.age_55_64_yr_m
5587,g01.age_55_64_yr_f
5588,g01.age_55_64_yr_p
5589,g01.age_65_74_yr_m
5590,g01.age_65_74_yr_f
5591,g01.age_65_74_yr_p
5592,g01.age_75_84_yr_m
5593,g01.age_75_84_yr_f
5594,g01.age_75_84_yr_p
5595,g01.age_85ov_m
5596,g01.age_85ov_f
5597,g01.age_85ov_p
5598,g01.counted_census_night_home_m
5599,g01.counted_census_night_home_f
5600,g01.counted_census_night_home_p
5601,g01.count_census_nt_ewhere_aust_m
5602,g01.count_census_nt_ewhere_aust_f
5603,g01.count_census_nt_ewhere_aust_p
5604,g01.indigenous_psns_aboriginal_m
5605,g01.indigenous_psns_aboriginal_f
5606,g01.indigenous_psns_aboriginal_p
5607,g01.indig_psns_torres_strait_is_m
5608,g01.indig_psns_torres_strait_is_f
5609,g01.indig_psns_torres_strait_is_p
5610,g01.indig_bth_abor_torres_st_is_m
5611,g01.indig_bth_abor_torres_st_is_f
5612,g01.indig_bth_abor_torres_st_is_p
5613,g01.indigenous_p_tot_m
5614,g01.indigenous_p_tot_f
5615,g01.indigenous_p_tot_p
5616,g01.birthplace_australia_m
5617,g01.birthplace_australia_f
5618,g01.birthplace_australia_p
5619,g01.birthplace_elsewhere_m
5620,g01.birthplace_elsewhere_f
5621,g01.birthplace_elsewhere_p
5622,g01.lang_used_home_eng_only_m
5623,g01.lang_used_home_eng_only_f
5624,g01.lang_used_home_eng_only_p
5625,g01.lang_used_home_oth_lang_m
5626,g01.lang_used_home_oth_lang_f
5627,g01.lang_used_home_oth_lang_p
5628,g01.australian_citizen_m
5629,g01.australian_citizen_f
5630,g01.australian_citizen_p
5631,g01.age_psns_att_educ_inst_0_4_m
5632,g01.age_psns_att_educ_inst_0_4_f
5633,g01.age_psns_att_educ_inst_0_4_p
5634,g01.age_psns_att_educ_inst_5_14_m
5635,g01.age_psns_att_educ_inst_5_14_f
5636,g01.age_psns_att_educ_inst_5_14_p
5637,g01.age_psns_att_edu_inst_15_19_m
5638,g01.age_psns_att_edu_inst_15_19_f
5639,g01.age_psns_att_edu_inst_15_19_p
5640,g01.age_psns_att_edu_inst_20_24_m
5641,g01.age_psns_att_edu_inst_20_24_f
5642,g01.age_psns_att_edu_inst_20_24_p
5643,g01.age_psns_att_edu_inst_25_ov_m
5644,g01.age_psns_att_edu_inst_25_ov_f
5645,g01.age_psns_att_edu_inst_25_ov_p
5646,g01.high_yr_schl_comp_yr_12_eq_m
5647,g01.high_yr_schl_comp_yr_12_eq_f
5648,g01.high_yr_schl_comp_yr_12_eq_p
5649,g01.high_yr_schl_comp_yr_11_eq_m
5650,g01.high_yr_schl_comp_yr_11_eq_f
5651,g01.high_yr_schl_comp_yr_11_eq_p
5652,g01.high_yr_schl_comp_yr_10_eq_m
5653,g01.high_yr_schl_comp_yr_10_eq_f
5654,g01.high_yr_schl_comp_yr_10_eq_p
5655,g01.high_yr_schl_comp_yr_9_eq_m
5656,g01.high_yr_schl_comp_yr_9_eq_f
5657,g01.high_yr_schl_comp_yr_9_eq_p
5658,g01.high_yr_schl_comp_yr_8_belw_m
5659,g01.high_yr_schl_comp_yr_8_belw_f
5660,g01.high_yr_schl_comp_yr_8_belw_p
5661,g01.high_yr_schl_comp_d_n_g_sch_m
5662,g01.high_yr_schl_comp_d_n_g_sch_f
5663,g01.high_yr_schl_comp_d_n_g_sch_p
5664,g01.count_psns_occ_priv_dwgs_m
5665,g01.count_psns_occ_priv_dwgs_f
5666,g01.count_psns_occ_priv_dwgs_p
5667,g01.count_persons_other_dwgs_m
5668,g01.count_persons_other_dwgs_f
5669,g01.count_persons_other_dwgs_p
5670,g47d.d_15_17_fpeaw_mpeft
5671,g47d.d_15_17_fpeaw_mpept
5672,g47d.d_15_17_fpeaw_mpeaw
5673,g47d.d_15_17_fpeaw_mpehns
5674,g47d.d_15_17_fpeaw_mpet
5675,g47d.d_15_17_fpeaw_mpulftw
5676,g47d.d_15_17_fpeaw_mpulptw
5677,g47d.d_15_17_fpeaw_mput
5678,g47d.d_15_17_fpeaw_mptlf
5679,g47d.d_15_17_fpeaw_mpnlf
5680,g47d.d_15_17_fpeaw_mplfsns
5681,g47d.d_15_17_fpeaw_t
5682,g47d.d_15_17_fphns_mpeft
5683,g47d.d_15_17_fphns_mpept
5684,g47d.d_15_17_fphns_mpeaw
5685,g47d.d_15_17_fphns_mpehns
5686,g47d.d_15_17_fphns_mpet
5687,g47d.d_15_17_fphns_mpulftw
5688,g47d.d_15_17_fphns_mpulptw
5689,g47d.d_15_17_fphns_mput
5690,g47d.d_15_17_fphns_mptlf
5691,g47d.d_15_17_fphns_mpnlf
5692,g47d.d_15_17_fphns_mplfsns
5693,g47d.d_15_17_fphns_t
5694,g47d.d_15_17_fpet_mpeft
5695,g47d.d_15_17_fpet_mpept
5696,g47d.d_15_17_fpet_mpeaw
5697,g47d.d_15_17_fpet_mpehns
5698,g47d.d_15_17_fpet_mpet
5699,g47d.d_15_17_fpet_mpulftw
5700,g47d.d_15_17_fpet_mpulptw
5701,g47d.d_15_17_fpet_mput
5702,g47d.d_15_17_fpet_mptlf
5703,g47d.d_15_17_fpet_mpnlf
5704,g47d.d_15_17_fpet_mplfsns
5705,g47d.d_15_17_fpet_t
5706,g47d.d_15_17_fpulftw_mpeft
5707,g47d.d_15_17_fpulftw_mpept
5708,g47d.d_15_17_fpulftw_mpeaw
5709,g47d.d_15_17_fpulftw_mpehns
5710,g47d.d_15_17_fpulftw_mpet
5711,g47d.d_15_17_fpulftw_mpulftw
5712,g47d.d_15_17_fpulftw_mpulptw
5713,g47d.d_15_17_fpulftw_mput
5714,g47d.d_15_17_fpulftw_mptlf
5715,g47d.d_15_17_fpulftw_mpnlf
5716,g47d.d_15_17_fpulftw_mplfsns
5717,g47d.d_15_17_fpulftw_t
5718,g47d.d_15_17_fpulptw_mpeft
5719,g47d.d_15_17_fpulptw_mpept
5720,g47d.d_15_17_fpulptw_mpeaw
5721,g47d.d_15_17_fpulptw_mpehns
5722,g47d.d_15_17_fpulptw_mpet
5723,g47d.d_15_17_fpulptw_mpulftw
5724,g47d.d_15_17_fpulptw_mpulptw
5725,g47d.d_15_17_fpulptw_mput
5726,g47d.d_15_17_fpulptw_mptlf
5727,g47d.d_15_17_fpulptw_mpnlf
5728,g47d.d_15_17_fpulptw_mplfsns
5729,g47d.d_15_17_fpulptw_t
5730,g47d.d_15_17_fput_mpeft
5731,g47d.d_15_17_fput_mpept
5732,g47d.d_15_17_fput_mpeaw
5733,g47d.d_15_17_fput_mpehns
5734,g47d.d_15_17_fput_mpet
5735,g47d.d_15_17_fput_mpulftw
5736,g47d.d_15_17_fput_mpulptw
5737,g47d.d_15_17_fput_mput
5738,g47d.d_15_17_fput_mptlf
5739,g47d.d_15_17_fput_mpnlf
5740,g47d.d_15_17_fput_mplfsns
5741,g47d.d_15_17_fput_t
5742,g47d.d_15_17_fptlf_mpeft
5743,g47d.d_15_17_fptlf_mpept
5744,g47d.d_15_17_fptlf_mpeaw
5745,g47d.d_15_17_fptlf_mpehns
5746,g47d.d_15_17_fptlf_mpet
5747,g47d.d_15_17_fptlf_mpulftw
5748,g47d.d_15_17_fptlf_mpulptw
5749,g47d.d_15_17_fptlf_mput
5750,g47d.d_15_17_fptlf_mptlf
5751,g47d.d_15_17_fptlf_mpnlf
5752,g47d.d_15_17_fptlf_mplfsns
5753,g47d.d_15_17_fptlf_t
5754,g47d.d_15_17_fpnlf_mpeft
5755,g47d.d_15_17_fpnlf_mpept
5756,g47d.d_15_17_fpnlf_mpeaw
5757,g47d.d_15_17_fpnlf_mpehns
5758,g47d.d_15_17_fpnlf_mpet
5759,g47d.d_15_17_fpnlf_mpulftw
5760,g47d.d_15_17_fpnlf_mpulptw
5761,g47d.d_15_17_fpnlf_mput
5762,g47d.d_15_17_fpnlf_mptlf
5763,g47d.d_15_17_fpnlf_mpnlf
5764,g47d.d_15_17_fpnlf_mplfsns
5765,g47d.d_15_17_fpnlf_t
5766,g47d.d_15_17_fplfsns_mpeft
5767,g47d.d_15_17_fplfsns_mpept
5768,g47d.d_15_17_fplfsns_mpeaw
5769,g47d.d_15_17_fplfsns_mpehns
5770,g47d.d_15_17_fplfsns_mpet
5771,g47d.d_15_17_fplfsns_mpulftw
5772,g47d.d_15_17_fplfsns_mpulptw
5773,g47d.d_15_17_fplfsns_mput
5774,g47d.d_15_17_fplfsns_mptlf
5775,g47d.d_15_17_fplfsns_mpnlf
5776,g47d.d_15_17_fplfsns_mplfsns
5777,g47d.d_15_17_fplfsns_t
5778,g47d.d_15_17_fpt_mpeft
5779,g47d.d_15_17_fpt_mpept
5780,g47d.d_15_17_fpt_mpeaw
5781,g47d.d_15_17_fpt_mpehns
5782,g47d.d_15_17_fpt_mpet
5783,g47d.d_15_17_fpt_mpulftw
5784,g47d.d_15_17_fpt_mpulptw
5785,g47d.d_15_17_fpt_mput
5786,g47d.d_15_17_fpt_mptlf
5787,g47d.d_15_17_fpt_mpnlf
5788,g47d.d_15_17_fpt_mplfsns
5789,g47d.d_15_17_fpt_t
5790,g47d.d_18_20_fpeft_mpeft
5791,g47d.d_18_20_fpeft_mpept
5792,g47d.d_18_20_fpeft_mpeaw
5793,g47d.d_18_20_fpeft_mpehns
5794,g47d.d_18_20_fpeft_mpet
5795,g47d.d_18_20_fpeft_mpulftw
5796,g47d.d_18_20_fpeft_mpulptw
5797,g47d.d_18_20_fpeft_mput
5798,g47d.d_18_20_fpeft_mptlf
5799,g47d.d_18_20_fpeft_mpnlf
5800,g47d.d_18_20_fpeft_mplfsns
5801,g47d.d_18_20_fpeft_t
5802,g47d.d_18_20_fpept_mpeft
5803,g47d.d_18_20_fpept_mpept
5804,g47d.d_18_20_fpept_mpeaw
5805,g47d.d_18_20_fpept_mpehns
5806,g47d.d_18_20_fpept_mpet
5807,g47d.d_18_20_fpept_mpulftw
5808,g47d.d_18_20_fpept_mpulptw
5809,g47d.d_18_20_fpept_mput
5810,g47d.d_18_20_fpept_mptlf
5811,g47d.d_18_20_fpept_mpnlf
5812,g47d.d_18_20_fpept_mplfsns
5813,g47d.d_18_20_fpept_t
5814,g47d.d_18_20_fpeaw_mpeft
5815,g47d.d_18_20_fpeaw_mpept
5816,g47d.d_18_20_fpeaw_mpeaw
5817,g47d.d_18_20_fpeaw_mpehns
5818,g47d.d_18_20_fpeaw_mpet
5819,g47d.d_18_20_fpeaw_mpulftw
5820,g47d.d_18_20_fpeaw_mpulptw
5821,g47d.d_18_20_fpeaw_mput
5822,g47d.d_18_20_fpeaw_mptlf
5823,g47d.d_18_20_fpeaw_mpnlf
5824,g47d.d_18_20_fpeaw_mplfsns
5825,g47d.d_18_20_fpeaw_t
5826,g47d.d_18_20_fphns_mpeft
5827,g47d.d_18_20_fphns_mpept
5828,g47d.d_18_20_fphns_mpeaw
5829,g47d.d_18_20_fphns_mpehns
5830,g47d.d_18_20_fphns_mpet
5831,g47d.d_18_20_fphns_mpulftw
5832,g47d.d_18_20_fphns_mpulptw
5833,g47d.d_18_20_fphns_mput
5834,g47d.d_18_20_fphns_mptlf
5835,g47d.d_18_20_fphns_mpnlf
5836,g47d.d_18_20_fphns_mplfsns
5837,g47d.d_18_20_fphns_t
5838,g47d.d_18_20_fpet_mpeft
5839,g47d.d_18_20_fpet_mpept
5840,g47d.d_18_20_fpet_mpeaw
5841,g47d.d_18_20_fpet_mpehns
5842,g47d.d_18_20_fpet_mpet
5843,g47d.d_18_20_fpet_mpulftw
5844,g47d.d_18_20_fpet_mpulptw
5845,g47d.d_18_20_fpet_mput
5846,g47d.d_18_20_fpet_mptlf
5847,g47d.d_18_20_fpet_mpnlf
5848,g47d.d_18_20_fpet_mplfsns
5849,g47d.d_18_20_fpet_t
5850,g47d.d_18_20_fpulftw_mpeft
5851,g47d.d_18_20_fpulftw_mpept
5852,g47d.d_18_20_fpulftw_mpeaw
5853,g47d.d_18_20_fpulftw_mpehns
5854,g47d.d_18_20_fpulftw_mpet
5855,g47d.d_18_20_fpulftw_mpulftw
5856,g47d.d_18_20_fpulftw_mpulptw
5857,g47d.d_18_20_fpulftw_mput
5858,g47d.d_18_20_fpulftw_mptlf
5859,g47d.d_18_20_fpulftw_mpnlf
5860,g47d.d_18_20_fpulftw_mplfsns
5861,g47d.d_18_20_fpulftw_t
5862,g47d.d_18_20_fpulptw_mpeft
5863,g47d.d_18_20_fpulptw_mpept
5864,g47d.d_18_20_fpulptw_mpeaw
5865,g47d.d_18_20_fpulptw_mpehns
5866,g47d.d_18_20_fpulptw_mpet
5867,g47d.d_18_20_fpulptw_mpulftw
5868,g47d.d_18_20_fpulptw_mpulptw
5869,g47d.d_18_20_fpulptw_mput
5870,g09e.f_malta_0_4
5871,g09e.f_malta_5_14
5872,g09e.f_malta_15_24
5873,g09e.f_malta_25_44
5874,g09e.f_malta_45_54
5875,g09e.f_malta_55_64
5876,g09e.f_malta_65_74
5877,g09e.f_malta_75_84
5878,g09e.f_malta_85ov
5879,g09e.f_malta_tot
5880,g09e.f_mauritius_0_4
5881,g09e.f_mauritius_5_14
5882,g09e.f_mauritius_15_24
5883,g09e.f_mauritius_25_44
5884,g09e.f_mauritius_45_54
5885,g09e.f_mauritius_55_64
5886,g09e.f_mauritius_65_74
5887,g09e.f_mauritius_75_84
5888,g09e.f_mauritius_85ov
5889,g09e.f_mauritius_tot
5890,g09e.f_myanmar_0_4
5891,g09e.f_myanmar_5_14
5892,g09e.f_myanmar_15_24
5893,g09e.f_myanmar_25_44
5894,g09e.f_myanmar_45_54
5895,g09e.f_myanmar_55_64
5896,g09e.f_myanmar_65_74
5897,g09e.f_myanmar_75_84
5898,g09e.f_myanmar_85ov
5899,g09e.f_myanmar_tot
5900,g09e.f_nepal_0_4
5901,g09e.f_nepal_5_14
5902,g09e.f_nepal_15_24
5903,g09e.f_nepal_25_44
5904,g09e.f_nepal_45_54
5905,g09e.f_nepal_55_64
5906,g09e.f_nepal_65_74
5907,g09e.f_nepal_75_84
5908,g09e.f_nepal_85ov
5909,g09e.f_nepal_tot
5910,g09e.f_netherlands_0_4
5911,g09e.f_netherlands_5_14
5912,g09e.f_netherlands_15_24
5913,g09e.f_netherlands_25_44
5914,g09e.f_netherlands_45_54
5915,g09e.f_netherlands_55_64
5916,g09e.f_netherlands_65_74
5917,g09e.f_netherlands_75_84
5918,g09e.f_netherlands_85ov
5919,g09e.f_netherlands_tot
5920,g09e.f_new_zealand_0_4
5921,g09e.f_new_zealand_5_14
5922,g09e.f_new_zealand_15_24
5923,g09e.f_new_zealand_25_44
5924,g09e.f_new_zealand_45_54
5925,g09e.f_new_zealand_55_64
5926,g09e.f_new_zealand_65_74
5927,g09e.f_new_zealand_75_84
5928,g09e.f_new_zealand_85ov
5929,g09e.f_new_zealand_tot
5930,g09e.f_north_macedonia_0_4
5931,g09e.f_north_macedonia_5_14
5932,g09e.f_north_macedonia_15_24
5933,g09e.f_north_macedonia_25_44
5934,g09e.f_north_macedonia_45_54
5935,g09e.f_north_macedonia_55_64
5936,g09e.f_north_macedonia_65_74
5937,g09e.f_north_macedonia_75_84
5938,g09e.f_north_macedonia_85ov
5939,g09e.f_north_macedonia_tot
5940,g09e.f_pakistan_0_4
5941,g09e.f_pakistan_5_14
5942,g09e.f_pakistan_15_24
5943,g09e.f_pakistan_25_44
5944,g09e.f_pakistan_45_54
5945,g09e.f_pakistan_55_64
5946,g09e.f_pakistan_65_74
5947,g09e.f_pakistan_75_84
5948,g09e.f_pakistan_85ov
5949,g09e.f_pakistan_tot
5950,g09e.f_png_0_4
5951,g09e.f_png_5_14
5952,g09e.f_png_15_24
5953,g09e.f_png_25_44
5954,g09e.f_png_45_54
5955,g09e.f_png_55_64
5956,g09e.f_png_65_74
5957,g09e.f_png_75_84
5958,g09e.f_png_85ov
5959,g09e.f_png_tot
5960,g09e.f_philippines_0_4
5961,g09e.f_philippines_5_14
5962,g09e.f_philippines_15_24
5963,g09e.f_philippines_25_44
5964,g09e.f_philippines_45_54
5965,g09e.f_philippines_55_64
5966,g09e.f_philippines_65_74
5967,g09e.f_philippines_75_84
5968,g09e.f_philippines_85ov
5969,g09e.f_philippines_tot
5970,g09e.f_poland_0_4
5971,g09e.f_poland_5_14
5972,g09e.f_poland_15_24
5973,g09e.f_poland_25_44
5974,g09e.f_poland_45_54
5975,g09e.f_poland_55_64
5976,g09e.f_poland_65_74
5977,g09e.f_poland_75_84
5978,g09e.f_poland_85ov
5979,g09e.f_poland_tot
5980,g09e.f_samoa_0_4
5981,g09e.f_samoa_5_14
5982,g09e.f_samoa_15_24
5983,g09e.f_samoa_25_44
5984,g09e.f_samoa_45_54
5985,g09e.f_samoa_55_64
5986,g09e.f_samoa_65_74
5987,g09e.f_samoa_75_84
5988,g09e.f_samoa_85ov
5989,g09e.f_samoa_tot
5990,g09e.f_scotland_0_4
5991,g09e.f_scotland_5_14
5992,g09e.f_scotland_15_24
5993,g09e.f_scotland_25_44
5994,g09e.f_scotland_45_54
5995,g09e.f_scotland_55_64
5996,g09e.f_scotland_65_74
5997,g09e.f_scotland_75_84
5998,g09e.f_scotland_85ov
5999,g09e.f_scotland_tot
6000,g09e.f_singapore_0_4
6001,g09e.f_singapore_5_14
6002,g09e.f_singapore_15_24
6003,g09e.f_singapore_25_44
6004,g09e.f_singapore_45_54
6005,g09e.f_singapore_55_64
6006,g09e.f_singapore_65_74
6007,g09e.f_singapore_75_84
6008,g09e.f_singapore_85ov
6009,g09e.f_singapore_tot
6010,g09e.f_south_africa_0_4
6011,g09e.f_south_africa_5_14
6012,g09e.f_south_africa_15_24
6013,g09e.f_south_africa_25_44
6014,g09e.f_south_africa_45_54
6015,g09e.f_south_africa_55_64
6016,g09e.f_south_africa_65_74
6017,g09e.f_south_africa_75_84
6018,g09e.f_south_africa_85ov
6019,g09e.f_south_africa_tot
6020,g09e.f_sri_lanka_0_4
6021,g09e.f_sri_lanka_5_14
6022,g09e.f_sri_lanka_15_24
6023,g09e.f_sri_lanka_25_44
6024,g09e.f_sri_lanka_45_54
6025,g09e.f_sri_lanka_55_64
6026,g09e.f_sri_lanka_65_74
6027,g09e.f_sri_lanka_75_84
6028,g09e.f_sri_lanka_85ov
6029,g09e.f_sri_lanka_tot
6030,g09e.f_taiwan_0_4
6031,g09e.f_taiwan_5_14
6032,g09e.f_taiwan_15_24
6033,g09e.f_taiwan_25_44
6034,g09e.f_taiwan_45_54
6035,g09e.f_taiwan_55_64
6036,g09e.f_taiwan_65_74
6037,g09e.f_taiwan_75_84
6038,g09e.f_taiwan_85ov
6039,g09e.f_taiwan_tot
6040,g09e.f_thailand_0_4
6041,g09e.f_thailand_5_14
6042,g09e.f_thailand_15_24
6043,g09e.f_thailand_25_44
6044,g09e.f_thailand_45_54
6045,g09e.f_thailand_55_64
6046,g09e.f_thailand_65_74
6047,g09e.f_thailand_75_84
6048,g09e.f_thailand_85ov
6049,g09e.f_thailand_tot
6050,g09e.f_turkey_0_4
6051,g09e.f_turkey_5_14
6052,g09e.f_turkey_15_24
6053,g09e.f_turkey_25_44
6054,g09e.f_turkey_45_54
6055,g09e.f_turkey_55_64
6056,g09e.f_turkey_65_74
6057,g09e.f_turkey_75_84
6058,g09e.f_turkey_85ov
6059,g09e.f_turkey_tot
6060,g09e.f_usa_0_4
6061,g09e.f_usa_5_14
6062,g09e.f_usa_15_24
6063,g09e.f_usa_25_44
6064,g09e.f_usa_45_54
6065,g09e.f_usa_55_64
6066,g09e.f_usa_65_74
6067,g09e.f_usa_75_84
6068,g09e.f_usa_85ov
6069,g09e.f_usa_tot
6070,g19b.f_kidney_disease_0_14
6071,g19b.f_kidney_disease_15_24
6072,g19b.f_kidney_disease_25_34
6073,g19b.f_kidney_disease_35_44
6074,g19b.f_kidney_disease_45_54
6075,g19b.f_kidney_disease_55_64
